decimalLongitude,decimalLatitude,basisOfRecord,scientificName,remark
139.42,36.545,HUMAN_OBSERVATION,Quercus mongolica,Quercus crispula
139.42,36.545,HUMAN_OBSERVATION,Quercus mongolica,Quercus crispula
139.42,36.545,HUMAN_OBSERVATION,Quercus mongolica,Quercus crispula
139.42,36.545,HUMAN_OBSERVATION,Quercus mongolica,Quercus crispula
139.42,36.545,HUMAN_OBSERVATION,Quercus mongolica,Quercus crispula
139.42,36.545,HUMAN_OBSERVATION,Quercus mongolica,Quercus crispula
140.855,39.111,HUMAN_OBSERVATION,Quercus mongolica,Quercus crispula
140.855,39.111,HUMAN_OBSERVATION,Quercus mongolica,Quercus crispula
140.855,39.111,HUMAN_OBSERVATION,Quercus mongolica,Quercus crispula
140.855,39.109,HUMAN_OBSERVATION,Quercus mongolica,Quercus crispula
139.42,36.545,HUMAN_OBSERVATION,Quercus mongolica,Quercus crispula
139.42,36.545,HUMAN_OBSERVATION,Quercus mongolica,Quercus crispula
139.42,36.545,HUMAN_OBSERVATION,Quercus mongolica,Quercus crispula
139.42,36.545,HUMAN_OBSERVATION,Quercus mongolica,Quercus crispula
139.42,36.545,HUMAN_OBSERVATION,Quercus mongolica,Quercus crispula
139.42,36.545,HUMAN_OBSERVATION,Quercus mongolica,Quercus crispula
139.42,36.545,HUMAN_OBSERVATION,Quercus mongolica,Quercus crispula
139.42,36.545,HUMAN_OBSERVATION,Quercus mongolica,Quercus crispula
139.42,36.545,HUMAN_OBSERVATION,Quercus mongolica,Quercus crispula
139.42,36.545,HUMAN_OBSERVATION,Quercus mongolica,Quercus crispula
139.42,36.545,HUMAN_OBSERVATION,Quercus mongolica,Quercus crispula
139.065585,35.482416,PRESERVED_SPECIMEN,Quercus mongolica,Quercus crispula
138.351,36.523,HUMAN_OBSERVATION,Quercus mongolica,Quercus crispula
138.351,36.523,HUMAN_OBSERVATION,Quercus mongolica,Quercus crispula
138.351,36.523,HUMAN_OBSERVATION,Quercus mongolica,Quercus crispula
138.351,36.523,HUMAN_OBSERVATION,Quercus mongolica,Quercus crispula
138.351,36.523,HUMAN_OBSERVATION,Quercus mongolica,Quercus crispula
138.351,36.523,HUMAN_OBSERVATION,Quercus mongolica,Quercus crispula
138.351,36.523,HUMAN_OBSERVATION,Quercus mongolica,Quercus crispula
138.351,36.523,HUMAN_OBSERVATION,Quercus mongolica,Quercus crispula
138.351,36.523,HUMAN_OBSERVATION,Quercus mongolica,Quercus crispula
138.351,36.523,HUMAN_OBSERVATION,Quercus mongolica,Quercus crispula
138.351,36.523,HUMAN_OBSERVATION,Quercus mongolica,Quercus crispula
138.351,36.523,HUMAN_OBSERVATION,Quercus mongolica,Quercus crispula
138.351,36.523,HUMAN_OBSERVATION,Quercus mongolica,Quercus crispula
138.351,36.523,HUMAN_OBSERVATION,Quercus mongolica,Quercus crispula
138.351,36.523,HUMAN_OBSERVATION,Quercus mongolica,Quercus crispula
138.351,36.523,HUMAN_OBSERVATION,Quercus mongolica,Quercus crispula
138.351,36.523,HUMAN_OBSERVATION,Quercus mongolica,Quercus crispula
138.351,36.523,HUMAN_OBSERVATION,Quercus mongolica,Quercus crispula
138.351,36.523,HUMAN_OBSERVATION,Quercus mongolica,Quercus crispula
138.351,36.523,HUMAN_OBSERVATION,Quercus mongolica,Quercus crispula
138.351,36.523,HUMAN_OBSERVATION,Quercus mongolica,Quercus crispula
138.351,36.523,HUMAN_OBSERVATION,Quercus mongolica,Quercus crispula
138.351,36.523,HUMAN_OBSERVATION,Quercus mongolica,Quercus crispula
138.351,36.523,HUMAN_OBSERVATION,Quercus mongolica,Quercus crispula
138.351,36.523,HUMAN_OBSERVATION,Quercus mongolica,Quercus crispula
138.351,36.523,HUMAN_OBSERVATION,Quercus mongolica,Quercus crispula
138.351,36.523,HUMAN_OBSERVATION,Quercus mongolica,Quercus crispula
131.910251,43.028927,HUMAN_OBSERVATION,Acer pseudosieboldianum,Acer pseudosieboldianum
131.903823,43.029116,HUMAN_OBSERVATION,Acer pseudosieboldianum,Acer pseudosieboldianum
132.085311,43.269922,HUMAN_OBSERVATION,Acer pseudosieboldianum,Acer pseudosieboldianum
127.406013,35.756203,HUMAN_OBSERVATION,Acer pseudosieboldianum,Acer pseudosieboldianum
131.956716,43.417821000000004,HUMAN_OBSERVATION,Acer pseudosieboldianum,Acer pseudosieboldianum
131.854128,43.056375,HUMAN_OBSERVATION,Acer pseudosieboldianum,Acer pseudosieboldianum
126.991096,37.551174,HUMAN_OBSERVATION,Acer pseudosieboldianum,Acer pseudosieboldianum
131.992097,43.222012,HUMAN_OBSERVATION,Acer pseudosieboldianum,Acer pseudosieboldianum
131.99209,43.222202,HUMAN_OBSERVATION,Acer pseudosieboldianum,Acer pseudosieboldianum
128.817064,37.853565,HUMAN_OBSERVATION,Acer pseudosieboldianum,Acer pseudosieboldianum
127.142372,38.179867,HUMAN_OBSERVATION,Acer pseudosieboldianum,Acer pseudosieboldianum
128.762786,37.868518,HUMAN_OBSERVATION,Acer pseudosieboldianum,Acer pseudosieboldianum
127.275641,37.974428,HUMAN_OBSERVATION,Acer pseudosieboldianum,Acer pseudosieboldianum
127.275691,37.974275,HUMAN_OBSERVATION,Acer pseudosieboldianum,Acer pseudosieboldianum
126.483383,33.337988,HUMAN_OBSERVATION,Acer pseudosieboldianum,Acer pseudosieboldianum
131.642107,43.364027,HUMAN_OBSERVATION,Acer pseudosieboldianum,Acer pseudosieboldianum
125.410775,41.324322,HUMAN_OBSERVATION,Acer pseudosieboldianum,Acer pseudosieboldianum
125.410832,41.324285,HUMAN_OBSERVATION,Acer pseudosieboldianum,Acer pseudosieboldianum
125.4152,41.322763,HUMAN_OBSERVATION,Acer pseudosieboldianum,Acer pseudosieboldianum
128.753366,37.706707,HUMAN_OBSERVATION,Acer pseudosieboldianum,Acer pseudosieboldianum
128.673502,37.611958,HUMAN_OBSERVATION,Acer pseudosieboldianum,Acer pseudosieboldianum
131.991253,43.212246,HUMAN_OBSERVATION,Acer pseudosieboldianum,Acer pseudosieboldianum
131.993484,43.221378,HUMAN_OBSERVATION,Acer pseudosieboldianum,Acer pseudosieboldianum
128.671458,37.611173,HUMAN_OBSERVATION,Acer pseudosieboldianum,Acer pseudosieboldianum
125.410912,41.324338,HUMAN_OBSERVATION,Acer pseudosieboldianum,Acer pseudosieboldianum
123.905558,41.894138,HUMAN_OBSERVATION,Acer pseudosieboldianum,Acer pseudosieboldianum
125.416588,41.32095,HUMAN_OBSERVATION,Acer pseudosieboldianum,Acer pseudosieboldianum
131.994172,43.221487,HUMAN_OBSERVATION,Acer pseudosieboldianum,Acer pseudosieboldianum
131.881322,43.029133,HUMAN_OBSERVATION,Acer pseudosieboldianum,Acer pseudosieboldianum
128.671023,37.609473,HUMAN_OBSERVATION,Acer pseudosieboldianum,Acer pseudosieboldianum
131.875631,42.958728,HUMAN_OBSERVATION,Acer pseudosieboldianum,Acer pseudosieboldianum
127.200877,37.480487,HUMAN_OBSERVATION,Acer pseudosieboldianum,Acer pseudosieboldianum
128.877505,37.769086,HUMAN_OBSERVATION,Acer pseudosieboldianum,Acer pseudosieboldianum
126.505972,33.358167,HUMAN_OBSERVATION,Acer pseudosieboldianum,Acer pseudosieboldianum
131.729295,42.93243,HUMAN_OBSERVATION,Acer pseudosieboldianum,Acer pseudosieboldianum
126.65245,33.354478,HUMAN_OBSERVATION,Acer pseudosieboldianum,Acer pseudosieboldianum
128.599075,37.773833,HUMAN_OBSERVATION,Acer pseudosieboldianum,Acer pseudosieboldianum
131.887472,42.972192,HUMAN_OBSERVATION,Acer pseudosieboldianum,Acer pseudosieboldianum
131.557427,43.099886,HUMAN_OBSERVATION,Acer pseudosieboldianum,Acer pseudosieboldianum
128.656576,34.831025,HUMAN_OBSERVATION,Acer pseudosieboldianum,Acer pseudosieboldianum
131.896403,42.965265,HUMAN_OBSERVATION,Acer pseudosieboldianum,Acer pseudosieboldianum
126.503315,33.392859,HUMAN_OBSERVATION,Acer pseudosieboldianum,Acer pseudosieboldianum
132.061031,43.21688,HUMAN_OBSERVATION,Acer pseudosieboldianum,Acer pseudosieboldianum
132.117819,43.219744,HUMAN_OBSERVATION,Acer pseudosieboldianum,Acer pseudosieboldianum
131.840517,42.969516,HUMAN_OBSERVATION,Acer pseudosieboldianum,Acer pseudosieboldianum
131.849475,42.972523,HUMAN_OBSERVATION,Acer pseudosieboldianum,Acer pseudosieboldianum
131.833198,42.941968,HUMAN_OBSERVATION,Acer pseudosieboldianum,Acer pseudosieboldianum
131.79106,43.013282,HUMAN_OBSERVATION,Acer pseudosieboldianum,Acer pseudosieboldianum
131.912373,43.16336,HUMAN_OBSERVATION,Acer pseudosieboldianum,Acer pseudosieboldianum
131.213401,42.579717,HUMAN_OBSERVATION,Acer pseudosieboldianum,Acer pseudosieboldianum
126.618505,33.419347,HUMAN_OBSERVATION,Acer pseudosieboldianum,Acer pseudosieboldianum
132.409871,42.951525,HUMAN_OBSERVATION,Acer pseudosieboldianum,Acer pseudosieboldianum
128.664844,34.743649,HUMAN_OBSERVATION,Acer pseudosieboldianum,Acer pseudosieboldianum
127.264103,39.046565,HUMAN_OBSERVATION,Acer pseudosieboldianum,Acer pseudosieboldianum
127.249057,39.05656,HUMAN_OBSERVATION,Acer pseudosieboldianum,Acer pseudosieboldianum
127.249325,39.059841,HUMAN_OBSERVATION,Acer pseudosieboldianum,Acer pseudosieboldianum
132.399969,42.932139,HUMAN_OBSERVATION,Acer pseudosieboldianum,Acer pseudosieboldianum
131.993255,43.212915,HUMAN_OBSERVATION,Acer pseudosieboldianum,Acer pseudosieboldianum
124.20878,41.074588,HUMAN_OBSERVATION,Acer pseudosieboldianum,Acer pseudosieboldianum
127.17307,37.750539,HUMAN_OBSERVATION,Acer pseudosieboldianum,Acer pseudosieboldianum
127.290845,37.976326,HUMAN_OBSERVATION,Acer pseudosieboldianum,Acer pseudosieboldianum
127.298189,37.974704,HUMAN_OBSERVATION,Acer pseudosieboldianum,Acer pseudosieboldianum
127.292806,37.974339,HUMAN_OBSERVATION,Acer pseudosieboldianum,Acer pseudosieboldianum
127.292067,37.974902,HUMAN_OBSERVATION,Acer pseudosieboldianum,Acer pseudosieboldianum
127.292911,37.974244,HUMAN_OBSERVATION,Acer pseudosieboldianum,Acer pseudosieboldianum
127.297945,37.974683,HUMAN_OBSERVATION,Acer pseudosieboldianum,Acer pseudosieboldianum
132.074906,43.210992,HUMAN_OBSERVATION,Acer pseudosieboldianum,Acer pseudosieboldianum
132.195617,43.223831,HUMAN_OBSERVATION,Acer pseudosieboldianum,Acer pseudosieboldianum
124.630516,41.072567,HUMAN_OBSERVATION,Acer pseudosieboldianum,Acer pseudosieboldianum
126.98307,37.658897,HUMAN_OBSERVATION,Acer pseudosieboldianum,Acer pseudosieboldianum
131.214721,42.585405,HUMAN_OBSERVATION,Acer pseudosieboldianum,Acer pseudosieboldianum
127.169,37.758492,HUMAN_OBSERVATION,Acer pseudosieboldianum,Acer pseudosieboldianum
128.473113,38.192322,HUMAN_OBSERVATION,Acer pseudosieboldianum,Acer pseudosieboldianum
128.594488,37.731613,HUMAN_OBSERVATION,Acer pseudosieboldianum,Acer pseudosieboldianum
126.98168,37.521963,HUMAN_OBSERVATION,Acer pseudosieboldianum,Acer pseudosieboldianum
128.666958,34.741012,HUMAN_OBSERVATION,Acer pseudosieboldianum,Acer pseudosieboldianum
126.46353,33.357037,HUMAN_OBSERVATION,Acer pseudosieboldianum,Acer pseudosieboldianum
128.666843,34.741373,HUMAN_OBSERVATION,Acer pseudosieboldianum,Acer pseudosieboldianum
126.983255,37.658964,HUMAN_OBSERVATION,Acer pseudosieboldianum,Acer pseudosieboldianum
131.889678,43.014861,HUMAN_OBSERVATION,Acer pseudosieboldianum,Acer pseudosieboldianum
131.928222,43.176036,HUMAN_OBSERVATION,Acer pseudosieboldianum,Acer pseudosieboldianum
131.927842,43.175094,HUMAN_OBSERVATION,Acer pseudosieboldianum,Acer pseudosieboldianum
131.8898,43.01485,HUMAN_OBSERVATION,Acer pseudosieboldianum,Acer pseudosieboldianum
132.775483,43.155972,HUMAN_OBSERVATION,Acer pseudosieboldianum,Acer pseudosieboldianum
132.777647,43.151703,HUMAN_OBSERVATION,Acer pseudosieboldianum,Acer pseudosieboldianum
130.838782,37.492735,HUMAN_OBSERVATION,Acer pseudosieboldianum,Acer pseudosieboldianum
130.879509,37.515758,HUMAN_OBSERVATION,Acer pseudosieboldianum,Acer pseudosieboldianum
130.831725,37.505634,HUMAN_OBSERVATION,Acer pseudosieboldianum,Acer pseudosieboldianum
130.838463,37.493147,HUMAN_OBSERVATION,Acer pseudosieboldianum,Acer pseudosieboldianum
130.86056,37.498444,HUMAN_OBSERVATION,Acer pseudosieboldianum,Acer pseudosieboldianum
130.877036,37.518979,HUMAN_OBSERVATION,Acer pseudosieboldianum,Acer pseudosieboldianum
130.877036,37.518979,HUMAN_OBSERVATION,Acer pseudosieboldianum,Acer pseudosieboldianum
130.860929,37.4984,HUMAN_OBSERVATION,Acer pseudosieboldianum,Acer pseudosieboldianum
130.828185,37.493275,HUMAN_OBSERVATION,Acer pseudosieboldianum,Acer pseudosieboldianum
130.857025,37.523205,HUMAN_OBSERVATION,Acer pseudosieboldianum,Acer pseudosieboldianum
130.859449,37.498671,HUMAN_OBSERVATION,Acer pseudosieboldianum,Acer pseudosieboldianum
130.885229,37.510425,HUMAN_OBSERVATION,Acer pseudosieboldianum,Acer pseudosieboldianum
130.828672,37.489727,HUMAN_OBSERVATION,Acer pseudosieboldianum,Acer pseudosieboldianum
130.831779,37.49074,HUMAN_OBSERVATION,Acer pseudosieboldianum,Acer pseudosieboldianum
130.831779,37.49074,HUMAN_OBSERVATION,Acer pseudosieboldianum,Acer pseudosieboldianum
130.828672,37.489727,HUMAN_OBSERVATION,Acer pseudosieboldianum,Acer pseudosieboldianum
130.885229,37.510425,HUMAN_OBSERVATION,Acer pseudosieboldianum,Acer pseudosieboldianum
130.859743,37.498429,HUMAN_OBSERVATION,Acer pseudosieboldianum,Acer pseudosieboldianum
130.859743,37.498429,HUMAN_OBSERVATION,Acer pseudosieboldianum,Acer pseudosieboldianum
130.884264,37.520559,HUMAN_OBSERVATION,Acer pseudosieboldianum,Acer pseudosieboldianum
130.884264,37.520559,HUMAN_OBSERVATION,Acer pseudosieboldianum,Acer pseudosieboldianum
130.838782,37.492735,HUMAN_OBSERVATION,Acer pseudosieboldianum,Acer pseudosieboldianum
130.884564,37.521888,HUMAN_OBSERVATION,Acer pseudosieboldianum,Acer pseudosieboldianum
130.8661,37.497145,HUMAN_OBSERVATION,Acer pseudosieboldianum,Acer pseudosieboldianum
130.884732,37.521255,HUMAN_OBSERVATION,Acer pseudosieboldianum,Acer pseudosieboldianum
130.82939,37.490776,HUMAN_OBSERVATION,Acer pseudosieboldianum,Acer pseudosieboldianum
130.861201,37.498654,HUMAN_OBSERVATION,Acer pseudosieboldianum,Acer pseudosieboldianum
130.857025,37.523205,HUMAN_OBSERVATION,Acer pseudosieboldianum,Acer pseudosieboldianum
130.857025,37.523205,HUMAN_OBSERVATION,Acer pseudosieboldianum,Acer pseudosieboldianum
130.862894,37.498645,HUMAN_OBSERVATION,Acer pseudosieboldianum,Acer pseudosieboldianum
130.862894,37.498645,HUMAN_OBSERVATION,Acer pseudosieboldianum,Acer pseudosieboldianum
130.831779,37.49074,HUMAN_OBSERVATION,Acer pseudosieboldianum,Acer pseudosieboldianum
130.843357,37.517436,HUMAN_OBSERVATION,Acer pseudosieboldianum,Acer pseudosieboldianum
130.879509,37.515758,HUMAN_OBSERVATION,Acer pseudosieboldianum,Acer pseudosieboldianum
130.877036,37.518979,HUMAN_OBSERVATION,Acer pseudosieboldianum,Acer pseudosieboldianum
130.877036,37.518979,HUMAN_OBSERVATION,Acer pseudosieboldianum,Acer pseudosieboldianum
130.857104,37.522908,HUMAN_OBSERVATION,Acer pseudosieboldianum,Acer pseudosieboldianum
130.857104,37.522908,HUMAN_OBSERVATION,Acer pseudosieboldianum,Acer pseudosieboldianum
130.838463,37.493147,HUMAN_OBSERVATION,Acer pseudosieboldianum,Acer pseudosieboldianum
130.82827,37.493437,HUMAN_OBSERVATION,Acer pseudosieboldianum,Acer pseudosieboldianum
130.838462,37.504075,HUMAN_OBSERVATION,Acer pseudosieboldianum,Acer pseudosieboldianum
130.831725,37.505634,HUMAN_OBSERVATION,Acer pseudosieboldianum,Acer pseudosieboldianum
128.107964,42.388799,HUMAN_OBSERVATION,Acer pseudosieboldianum,Acer pseudosieboldianum
127.036511,37.544406,HUMAN_OBSERVATION,Acer pseudosieboldianum,Acer pseudosieboldianum
127.335801,36.196831,HUMAN_OBSERVATION,Acer pseudosieboldianum,Acer pseudosieboldianum
127.167671,37.754026,HUMAN_OBSERVATION,Acer pseudosieboldianum,Acer pseudosieboldianum
127.269389,36.49546,HUMAN_OBSERVATION,Acer pseudosieboldianum,Acer pseudosieboldianum
126.572693,33.377948,HUMAN_OBSERVATION,Acer pseudosieboldianum,Acer pseudosieboldianum
126.569628,33.371617,HUMAN_OBSERVATION,Acer pseudosieboldianum,Acer pseudosieboldianum
131.982836,43.222666,HUMAN_OBSERVATION,Acer pseudosieboldianum,Acer pseudosieboldianum
131.49086,43.180559,HUMAN_OBSERVATION,Acer pseudosieboldianum,Acer pseudosieboldianum
131.488931,43.180795,HUMAN_OBSERVATION,Acer pseudosieboldianum,Acer pseudosieboldianum
131.489014,43.182732,HUMAN_OBSERVATION,Acer pseudosieboldianum,Acer pseudosieboldianum
125.421695,34.680878,HUMAN_OBSERVATION,Acer pseudosieboldianum,Acer pseudosieboldianum
128.293687,37.59498,HUMAN_OBSERVATION,Acer pseudosieboldianum,Acer pseudosieboldianum
128.146754,37.457078,HUMAN_OBSERVATION,Acer pseudosieboldianum,Acer pseudosieboldianum
131.979905,43.217553,HUMAN_OBSERVATION,Acer pseudosieboldianum,Acer pseudosieboldianum
131.206663,42.583358,HUMAN_OBSERVATION,Acer pseudosieboldianum,Acer pseudosieboldianum
131.993271,43.223953,HUMAN_OBSERVATION,Acer pseudosieboldianum,Acer pseudosieboldianum
126.979624,37.521764,HUMAN_OBSERVATION,Acer pseudosieboldianum,Acer pseudosieboldianum
126.981431,37.521458,HUMAN_OBSERVATION,Acer pseudosieboldianum,Acer pseudosieboldianum
131.933594,43.020039,HUMAN_OBSERVATION,Acer pseudosieboldianum,Acer pseudosieboldianum
131.999924,43.148678,HUMAN_OBSERVATION,Acer pseudosieboldianum,Acer pseudosieboldianum
131.987937,43.224754,HUMAN_OBSERVATION,Acer pseudosieboldianum,Acer pseudosieboldianum
131.946564,43.181256,HUMAN_OBSERVATION,Acer pseudosieboldianum,Acer pseudosieboldianum
132.897353,42.792978,HUMAN_OBSERVATION,Acer pseudosieboldianum,Acer pseudosieboldianum
128.011903,37.341105,HUMAN_OBSERVATION,Acer pseudosieboldianum,Acer pseudosieboldianum
128.624564,37.35279,HUMAN_OBSERVATION,Acer pseudosieboldianum,Acer pseudosieboldianum
128.624564,37.35279,HUMAN_OBSERVATION,Acer pseudosieboldianum,Acer pseudosieboldianum
131.560075,43.095653,HUMAN_OBSERVATION,Acer pseudosieboldianum,Acer pseudosieboldianum
132.056961,43.255917,HUMAN_OBSERVATION,Acer pseudosieboldianum,Acer pseudosieboldianum
132.055603,43.256103,HUMAN_OBSERVATION,Acer pseudosieboldianum,Acer pseudosieboldianum
134.171389,43.038056,HUMAN_OBSERVATION,Acer pseudosieboldianum,Acer pseudosieboldianum
131.954233,43.397559,HUMAN_OBSERVATION,Acer pseudosieboldianum,Acer pseudosieboldianum
132.08838,43.26787,HUMAN_OBSERVATION,Acer pseudosieboldianum,Acer pseudosieboldianum
131.910457,43.168869,HUMAN_OBSERVATION,Acer pseudosieboldianum,Acer pseudosieboldianum
132.056,43.215725,HUMAN_OBSERVATION,Acer pseudosieboldianum,Acer pseudosieboldianum
131.946822,43.088664,HUMAN_OBSERVATION,Acer pseudosieboldianum,Acer pseudosieboldianum
132.055267,43.256563,HUMAN_OBSERVATION,Acer pseudosieboldianum,Acer pseudosieboldianum
131.993158,43.221977,HUMAN_OBSERVATION,Acer pseudosieboldianum,Acer pseudosieboldianum
131.888563,43.047572,HUMAN_OBSERVATION,Acer pseudosieboldianum,Acer pseudosieboldianum
132.786294,43.120581,HUMAN_OBSERVATION,Acer pseudosieboldianum,Acer pseudosieboldianum
131.948595,43.391863,HUMAN_OBSERVATION,Acer pseudosieboldianum,Acer pseudosieboldianum
131.883125,42.967737,HUMAN_OBSERVATION,Acer pseudosieboldianum,Acer pseudosieboldianum
132.883133,43.180164,HUMAN_OBSERVATION,Acer pseudosieboldianum,Acer pseudosieboldianum
131.89708,43.047222,HUMAN_OBSERVATION,Acer pseudosieboldianum,Acer pseudosieboldianum
127.25969,36.882608,HUMAN_OBSERVATION,Acer pseudosieboldianum,Acer pseudosieboldianum
131.832539,42.945634,HUMAN_OBSERVATION,Acer pseudosieboldianum,Acer pseudosieboldianum
128.502837,38.170777,HUMAN_OBSERVATION,Acer pseudosieboldianum,Acer pseudosieboldianum
131.910675,43.1776,HUMAN_OBSERVATION,Acer pseudosieboldianum,Acer pseudosieboldianum
131.958358,43.400518,HUMAN_OBSERVATION,Acer pseudosieboldianum,Acer pseudosieboldianum
132.327697,43.647392,HUMAN_OBSERVATION,Acer pseudosieboldianum,Acer pseudosieboldianum
126.438141,33.352021,HUMAN_OBSERVATION,Acer pseudosieboldianum,Acer pseudosieboldianum
126.450442,33.374653,HUMAN_OBSERVATION,Acer pseudosieboldianum,Acer pseudosieboldianum
128.388717,38.153856,HUMAN_OBSERVATION,Acer pseudosieboldianum,Acer pseudosieboldianum
127.167802,37.758174,HUMAN_OBSERVATION,Acer pseudosieboldianum,Acer pseudosieboldianum
128.473237,38.191638,HUMAN_OBSERVATION,Acer pseudosieboldianum,Acer pseudosieboldianum
126.44954,33.383221,HUMAN_OBSERVATION,Acer pseudosieboldianum,Acer pseudosieboldianum
128.376312,38.165042,HUMAN_OBSERVATION,Acer pseudosieboldianum,Acer pseudosieboldianum
131.880919,43.050572,HUMAN_OBSERVATION,Acer pseudosieboldianum,Acer pseudosieboldianum
131.991944,43.223973,HUMAN_OBSERVATION,Acer pseudosieboldianum,Acer pseudosieboldianum
131.927764,43.175117,HUMAN_OBSERVATION,Acer pseudosieboldianum,Acer pseudosieboldianum
131.933456,43.17685,HUMAN_OBSERVATION,Acer pseudosieboldianum,Acer pseudosieboldianum
128.080318,35.796568,HUMAN_OBSERVATION,Acer pseudosieboldianum,Acer pseudosieboldianum
132.803208,43.198372,HUMAN_OBSERVATION,Acer pseudosieboldianum,Acer pseudosieboldianum
127.174405,37.467156,HUMAN_OBSERVATION,Acer pseudosieboldianum,Acer pseudosieboldianum
127.17437,37.467022,HUMAN_OBSERVATION,Acer pseudosieboldianum,Acer pseudosieboldianum
127.176626,37.472116,HUMAN_OBSERVATION,Acer pseudosieboldianum,Acer pseudosieboldianum
127.176033,37.470153,HUMAN_OBSERVATION,Acer pseudosieboldianum,Acer pseudosieboldianum
127.174369,37.467064,HUMAN_OBSERVATION,Acer pseudosieboldianum,Acer pseudosieboldianum
127.180496,37.468116,HUMAN_OBSERVATION,Acer pseudosieboldianum,Acer pseudosieboldianum
131.937531,43.179317,HUMAN_OBSERVATION,Acer pseudosieboldianum,Acer pseudosieboldianum
125.296805,43.85242,HUMAN_OBSERVATION,Acer pseudosieboldianum,Acer pseudosieboldianum
132.789795,43.11975,HUMAN_OBSERVATION,Acer pseudosieboldianum,Acer pseudosieboldianum
125.29425,43.85352,HUMAN_OBSERVATION,Acer pseudosieboldianum,Acer pseudosieboldianum
131.881028,43.050533,HUMAN_OBSERVATION,Acer pseudosieboldianum,Acer pseudosieboldianum
125.117225,41.016748,HUMAN_OBSERVATION,Acer pseudosieboldianum,Acer pseudosieboldianum
128.786028,35.995197,HUMAN_OBSERVATION,Acer pseudosieboldianum,Acer pseudosieboldianum
127.843855,37.770755,HUMAN_OBSERVATION,Acer pseudosieboldianum,Acer pseudosieboldianum
128.109528,42.398325,HUMAN_OBSERVATION,Acer pseudosieboldianum,Acer pseudosieboldianum
131.927921,43.175545,HUMAN_OBSERVATION,Acer pseudosieboldianum,Acer pseudosieboldianum
131.927831,43.175783,HUMAN_OBSERVATION,Acer pseudosieboldianum,Acer pseudosieboldianum
128.519834,35.708954,HUMAN_OBSERVATION,Acer pseudosieboldianum,Acer pseudosieboldianum
127.766306,35.682299,HUMAN_OBSERVATION,Acer pseudosieboldianum,Acer pseudosieboldianum
131.896397,43.026278,HUMAN_OBSERVATION,Acer pseudosieboldianum,Acer pseudosieboldianum
132.573533,43.096303,HUMAN_OBSERVATION,Acer pseudosieboldianum,Acer pseudosieboldianum
131.97989,43.271266,HUMAN_OBSERVATION,Acer pseudosieboldianum,Acer pseudosieboldianum
131.833136,42.94372,HUMAN_OBSERVATION,Acer pseudosieboldianum,Acer pseudosieboldianum
128.116319,42.399383,HUMAN_OBSERVATION,Acer pseudosieboldianum,Acer pseudosieboldianum
127.010561,36.658001,HUMAN_OBSERVATION,Acer pseudosieboldianum,Acer pseudosieboldianum
127.317796,36.614809,HUMAN_OBSERVATION,Acer pseudosieboldianum,Acer pseudosieboldianum
131.891032,43.124182,HUMAN_OBSERVATION,Acer pseudosieboldianum,Acer pseudosieboldianum
127.259026,37.680323,HUMAN_OBSERVATION,Acer pseudosieboldianum,Acer pseudosieboldianum
130.294923,42.276101,HUMAN_OBSERVATION,Acer pseudosieboldianum,Acer pseudosieboldianum
126.958825,37.615814,HUMAN_OBSERVATION,Acer pseudosieboldianum,Acer pseudosieboldianum
126.840494,37.691837,HUMAN_OBSERVATION,Acer pseudosieboldianum,Acer pseudosieboldianum
127.583939,36.071989,HUMAN_OBSERVATION,Acer pseudosieboldianum,Acer pseudosieboldianum
128.20584,36.48473,HUMAN_OBSERVATION,Acer pseudosieboldianum,Acer pseudosieboldianum
129.021518,35.311374,HUMAN_OBSERVATION,Acer pseudosieboldianum,Acer pseudosieboldianum
127.58153,36.08154,HUMAN_OBSERVATION,Acer pseudosieboldianum,Acer pseudosieboldianum
127.573355,36.072256,HUMAN_OBSERVATION,Acer pseudosieboldianum,Acer pseudosieboldianum
129.061641,35.240613,HUMAN_OBSERVATION,Acer pseudosieboldianum,Acer pseudosieboldianum
127.585927,36.075928,HUMAN_OBSERVATION,Acer pseudosieboldianum,Acer pseudosieboldianum
129.024418,35.312884,HUMAN_OBSERVATION,Acer pseudosieboldianum,Acer pseudosieboldianum
128.19303,36.48109,HUMAN_OBSERVATION,Acer pseudosieboldianum,Acer pseudosieboldianum
127.01180600000001,34.405964,HUMAN_OBSERVATION,Acer pseudosieboldianum,Acer pseudosieboldianum
127.013337,34.410086,HUMAN_OBSERVATION,Acer pseudosieboldianum,Acer pseudosieboldianum
128.21128,36.48286,HUMAN_OBSERVATION,Acer pseudosieboldianum,Acer pseudosieboldianum
127.003063,34.410832,HUMAN_OBSERVATION,Acer pseudosieboldianum,Acer pseudosieboldianum
128.192417,36.481134,HUMAN_OBSERVATION,Acer pseudosieboldianum,Acer pseudosieboldianum
127.582966,36.071572,HUMAN_OBSERVATION,Acer pseudosieboldianum,Acer pseudosieboldianum
127.585927,36.075928,HUMAN_OBSERVATION,Acer pseudosieboldianum,Acer pseudosieboldianum
128.21128,36.48286,HUMAN_OBSERVATION,Acer pseudosieboldianum,Acer pseudosieboldianum
128.21082,36.48306,HUMAN_OBSERVATION,Acer pseudosieboldianum,Acer pseudosieboldianum
128.21162,36.48291,HUMAN_OBSERVATION,Acer pseudosieboldianum,Acer pseudosieboldianum
128.21151,36.48281,HUMAN_OBSERVATION,Acer pseudosieboldianum,Acer pseudosieboldianum
